employee_id,leave_type,start_date,end_date,duration_days,status,department,location,worker_type
48,Annual Leave,2023-12-28 11:01:19.578836,2023-12-28 11:01:19.578836,1,Completed,Management,Ceres,Permanent
48,Annual Leave,2024-11-28 11:01:19.578836,2024-11-28 11:01:19.578836,1,Completed,Management,Ceres,Permanent
49,Annual Leave,2025-01-15 11:01:19.578836,2025-01-19 11:01:19.578836,5,Completed,Management,Upington,Permanent
49,Sick Leave,2023-08-09 11:01:19.578836,2023-08-10 11:01:19.578836,2,Completed,Management,Upington,Permanent
49,Annual Leave,2023-10-14 11:01:19.578836,2023-10-15 11:01:19.578836,2,Completed,Management,Upington,Permanent
49,Sick Leave,2023-04-29 11:01:19.578836,2023-05-01 11:01:19.578836,3,Completed,Management,Upington,Permanent
49,Annual Leave,2024-03-15 11:01:19.578836,2024-03-16 11:01:19.578836,2,Completed,Management,Upington,Permanent
49,Annual Leave,2024-04-10 11:01:19.578836,2024-04-12 11:01:19.578836,3,Completed,Management,Upington,Permanent
49,Annual Leave,2024-03-12 11:01:19.578836,2024-03-15 11:01:19.578836,4,Completed,Management,Upington,Permanent
49,Annual Leave,2024-04-13 11:01:19.578836,2024-04-16 11:01:19.578836,4,Completed,Management,Upington,Permanent
49,Annual Leave,2024-04-15 11:01:19.578836,2024-04-15 11:01:19.578836,1,Completed,Management,Upington,Permanent
49,Annual Leave,2023-08-10 11:01:19.578836,2023-08-10 11:01:19.578836,1,Completed,Management,Upington,Permanent
50,Sick Leave,2023-11-02 11:01:19.578836,2023-11-04 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
50,Annual Leave,2023-07-15 11:01:19.578836,2023-07-18 11:01:19.578836,4,Completed,Management,Citrusdal,Permanent
50,Annual Leave,2023-03-11 11:01:19.578836,2023-03-14 11:01:19.578836,4,Completed,Management,Citrusdal,Permanent
50,Family Responsibility,2023-08-03 11:01:19.578836,2023-08-03 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
50,Annual Leave,2023-03-31 11:01:19.578836,2023-04-01 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
50,Sick Leave,2024-04-23 11:01:19.578836,2024-04-23 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
50,Sick Leave,2025-01-22 11:01:19.578836,2025-01-23 11:01:19.578836,2,Completed,Management,Citrusdal,Permanent
50,Annual Leave,2023-07-26 11:01:19.578836,2023-07-28 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
50,Sick Leave,2024-10-10 11:01:19.578836,2024-10-10 11:01:19.578836,1,Completed,Management,Citrusdal,Permanent
50,Annual Leave,2024-07-21 11:01:19.578836,2024-07-23 11:01:19.578836,3,Completed,Management,Citrusdal,Permanent
51,Annual Leave,2025-01-08 11:01:19.452190,2025-01-08 11:01:19.452190,1,Completed,Pack House Operations,Ceres,Seasonal
52,Annual Leave,2025-01-22 11:01:19.452190,2025-01-24 11:01:19.452190,3,Completed,Citrus Production,Ceres,Seasonal
53,Sick Leave,2025-01-26 11:01:19.452190,2025-01-27 11:01:19.452190,2,Completed,Grape Production,Upington,Seasonal
54,Annual Leave,2024-02-07 11:01:19.452190,2024-02-08 11:01:19.452190,2,Completed,Logistics,Upington,Permanent
54,Annual Leave,2024-02-10 11:01:19.452190,2024-02-14 11:01:19.452190,5,Completed,Logistics,Upington,Permanent
54,Annual Leave,2024-02-10 11:01:19.452190,2024-02-12 11:01:19.452190,3,Completed,Logistics,Upington,Permanent
54,Annual Leave,2024-08-07 11:01:19.452190,2024-08-11 11:01:19.452190,5,Completed,Logistics,Upington,Permanent
54,Annual Leave,2024-01-17 11:01:19.452190,2024-01-17 11:01:19.452190,1,Completed,Logistics,Upington,Permanent
54,Annual Leave,2024-02-07 11:01:19.452190,2024-02-10 11:01:19.452190,4,Completed,Logistics,Upington,Permanent
54,Annual Leave,2025-01-26 11:01:19.452190,2025-01-26 11:01:19.452190,1,Completed,Logistics,Upington,Permanent
54,Annual Leave,2024-06-18 11:01:19.452190,2024-06-18 11:01:19.452190,1,Completed,Logistics,Upington,Permanent
55,Annual Leave,2024-04-14 11:01:19.452190,2024-04-15 11:01:19.452190,2,Completed,Logistics,Ceres,Contract
55,Annual Leave,2024-06-24 11:01:19.452190,2024-06-25 11:01:19.452190,2,Completed,Logistics,Ceres,Contract
55,Family Responsibility,2024-05-12 11:01:19.452190,2024-05-13 11:01:19.452190,2,Completed,Logistics,Ceres,Contract
55,Sick Leave,2024-08-26 11:01:19.452190,2024-08-28 11:01:19.452190,3,Completed,Logistics,Ceres,Contract
56,Annual Leave,2025-02-20 11:01:19.578836,2025-02-20 11:01:19.578836,1,Completed,Cattle Farming,Dullstroom,Permanent
56,Sick Leave,2025-01-11 11:01:19.578836,2025-01-13 11:01:19.578836,3,Completed,Cattle Farming,Dullstroom,Permanent
56,Annual Leave,2023-08-22 11:01:19.578836,2023-08-26 11:01:19.578836,5,Completed,Cattle Farming,Dullstroom,Permanent
56,Annual Leave,2024-10-27 11:01:19.578836,2024-10-29 11:01:19.578836,3,Completed,Cattle Farming,Dullstroom,Permanent
56,Family Responsibility,2025-02-20 11:01:19.578836,2025-02-21 11:01:19.578836,2,Completed,Cattle Farming,Dullstroom,Permanent
56,Annual Leave,2024-03-20 11:01:19.578836,2024-03-22 11:01:19.578836,3,Completed,Cattle Farming,Dullstroom,Permanent
56,Family Responsibility,2025-01-23 11:01:19.578836,2025-01-24 11:01:19.578836,2,Completed,Cattle Farming,Dullstroom,Permanent
56,Annual Leave,2025-01-22 11:01:19.578836,2025-01-22 11:01:19.578836,1,Completed,Cattle Farming,Dullstroom,Permanent
56,Annual Leave,2023-05-20 11:01:19.578836,2023-05-24 11:01:19.578836,5,Completed,Cattle Farming,Dullstroom,Permanent
56,Annual Leave,2023-12-04 11:01:19.578836,2023-12-06 11:01:19.578836,3,Completed,Cattle Farming,Dullstroom,Permanent
57,Sick Leave,2025-02-22 11:01:19.452190,2025-02-23 11:01:19.452190,2,Completed,Pack House Operations,Ceres Pack House,Seasonal
58,Annual Leave,2024-10-28 11:01:19.452190,2024-10-29 11:01:19.452190,2,Completed,Pack House Operations,Citrusdal Pack House,Seasonal
59,Annual Leave,2023-07-30 11:01:19.578836,2023-07-31 11:01:19.578836,2,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Sick Leave,2024-02-05 11:01:19.578836,2024-02-06 11:01:19.578836,2,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Annual Leave,2023-09-12 11:01:19.578836,2023-09-16 11:01:19.578836,5,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Annual Leave,2023-12-20 11:01:19.578836,2023-12-24 11:01:19.578836,5,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Annual Leave,2024-12-31 11:01:19.578836,2024-12-31 11:01:19.578836,1,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Family Responsibility,2023-11-01 11:01:19.578836,2023-11-02 11:01:19.578836,2,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Annual Leave,2024-04-30 11:01:19.578836,2024-04-30 11:01:19.578836,1,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Annual Leave,2024-12-18 11:01:19.578836,2024-12-22 11:01:19.578836,5,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Maternity/Paternity,2024-12-19 11:01:19.578836,2025-03-02 11:01:19.578836,74,Completed,Pack House Operations,Citrusdal Pack House,Permanent
59,Annual Leave,2023-11-11 11:01:19.578836,2023-11-12 11:01:19.578836,2,Completed,Pack House Operations,Citrusdal Pack House,Permanent
60,Sick Leave,2025-02-24 11:01:19.452190,2025-02-25 11:01:19.452190,2,Completed,Pack House Operations,Citrusdal Pack House,Seasonal
61,Sick Leave,2024-01-27 11:01:19.578836,2024-01-27 11:01:19.578836,1,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Sick Leave,2024-08-23 11:01:19.578836,2024-08-24 11:01:19.578836,2,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Annual Leave,2025-01-09 11:01:19.578836,2025-01-09 11:01:19.578836,1,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Annual Leave,2023-07-27 11:01:19.578836,2023-07-29 11:01:19.578836,3,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Sick Leave,2024-10-04 11:01:19.578836,2024-10-04 11:01:19.578836,1,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Annual Leave,2025-01-07 11:01:19.578836,2025-01-07 11:01:19.578836,1,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Family Responsibility,2024-02-09 11:01:19.578836,2024-02-11 11:01:19.578836,3,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Annual Leave,2023-08-14 11:01:19.578836,2023-08-18 11:01:19.578836,5,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Annual Leave,2024-03-19 11:01:19.578836,2024-03-22 11:01:19.578836,4,Completed,Pack House Operations,Ceres Pack House,Permanent
61,Annual Leave,2024-07-21 11:01:19.578836,2024-07-23 11:01:19.578836,3,Completed,Pack House Operations,Ceres Pack House,Permanent
62,Sick Leave,2023-07-15 11:01:19.578836,2023-07-15 11:01:19.578836,1,Completed,Logistics,Graaff-Reinet,Permanent
62,Family Responsibility,2023-03-14 11:01:19.578836,2023-03-16 11:01:19.578836,3,Completed,Logistics,Graaff-Reinet,Permanent
62,Sick Leave,2023-11-25 11:01:19.578836,2023-11-26 11:01:19.578836,2,Completed,Logistics,Graaff-Reinet,Permanent
62,Family Responsibility,2024-11-25 11:01:19.578836,2024-11-25 11:01:19.578836,1,Completed,Logistics,Graaff-Reinet,Permanent
62,Annual Leave,2024-03-13 11:01:19.578836,2024-03-15 11:01:19.578836,3,Completed,Logistics,Graaff-Reinet,Permanent
62,Annual Leave,2023-06-08 11:01:19.578836,2023-06-10 11:01:19.578836,3,Completed,Logistics,Graaff-Reinet,Permanent
62,Sick Leave,2024-11-15 11:01:19.578836,2024-11-15 11:01:19.578836,1,Completed,Logistics,Graaff-Reinet,Permanent
62,Family Responsibility,2024-04-29 11:01:19.578836,2024-05-01 11:01:19.578836,3,Completed,Logistics,Graaff-Reinet,Permanent
62,Sick Leave,2024-04-22 11:01:19.578836,2024-04-23 11:01:19.578836,2,Completed,Logistics,Graaff-Reinet,Permanent
62,Sick Leave,2023-11-18 11:01:19.578836,2023-11-18 11:01:19.578836,1,Completed,Logistics,Graaff-Reinet,Permanent
63,Annual Leave,2024-09-28 11:01:19.452190,2024-09-30 11:01:19.452190,3,Completed,Pack House Operations,Ceres Pack House,Seasonal
64,Annual Leave,2024-10-09 11:01:19.452190,2024-10-13 11:01:19.452190,5,Completed,Pack House Operations,Ceres Pack House,Seasonal
65,Family Responsibility,2025-02-27 11:01:19.578836,2025-02-27 11:01:19.578836,1,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Annual Leave,2023-06-12 11:01:19.578836,2023-06-12 11:01:19.578836,1,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Annual Leave,2024-08-25 11:01:19.578836,2024-08-26 11:01:19.578836,2,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Sick Leave,2024-06-04 11:01:19.578836,2024-06-04 11:01:19.578836,1,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Annual Leave,2024-09-27 11:01:19.578836,2024-09-27 11:01:19.578836,1,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Sick Leave,2023-07-29 11:01:19.578836,2023-07-31 11:01:19.578836,3,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Annual Leave,2024-12-02 11:01:19.578836,2024-12-03 11:01:19.578836,2,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Sick Leave,2023-06-08 11:01:19.578836,2023-06-08 11:01:19.578836,1,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Sick Leave,2025-02-20 11:01:19.578836,2025-02-22 11:01:19.578836,3,Completed,Pack House Operations,Citrusdal Pack House,Permanent
65,Annual Leave,2025-02-11 11:01:19.578836,2025-02-14 11:01:19.578836,4,Completed,Pack House Operations,Citrusdal Pack House,Permanent
66,Annual Leave,2023-03-28 11:01:19.578836,2023-03-29 11:01:19.578836,2,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2023-04-17 11:01:19.578836,2023-04-18 11:01:19.578836,2,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2023-10-06 11:01:19.578836,2023-10-08 11:01:19.578836,3,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2024-11-30 11:01:19.578836,2024-12-01 11:01:19.578836,2,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2023-07-27 11:01:19.578836,2023-07-29 11:01:19.578836,3,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2025-01-27 11:01:19.578836,2025-01-31 11:01:19.578836,5,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2024-11-24 11:01:19.578836,2024-11-27 11:01:19.578836,4,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2024-09-01 11:01:19.578836,2024-09-01 11:01:19.578836,1,Completed,Logistics,Ceres Pack House,Permanent
66,Sick Leave,2023-07-17 11:01:19.578836,2023-07-17 11:01:19.578836,1,Completed,Logistics,Ceres Pack House,Permanent
66,Annual Leave,2024-12-11 11:01:19.578836,2024-12-11 11:01:19.578836,1,Completed,Logistics,Ceres Pack House,Permanent
67,Sick Leave,2025-01-11 11:01:19.452190,2025-01-13 11:01:19.452190,3,Completed,Citrus Production,Citrusdal,Seasonal
68,Sick Leave,2024-08-07 11:01:19.578836,2024-08-07 11:01:19.578836,1,Completed,Grape Production,Upington,Permanent
68,Sick Leave,2024-07-22 11:01:19.578836,2024-07-22 11:01:19.578836,1,Completed,Grape Production,Upington,Permanent
68,Sick Leave,2024-11-23 11:01:19.578836,2024-11-24 11:01:19.578836,2,Completed,Grape Production,Upington,Permanent
68,Annual Leave,2024-06-30 11:01:19.578836,2024-07-04 11:01:19.578836,5,Completed,Grape Production,Upington,Permanent
68,Sick Leave,2024-08-26 11:01:19.578836,2024-08-27 11:01:19.578836,2,Completed,Grape Production,Upington,Permanent
68,Annual Leave,2024-02-26 11:01:19.578836,2024-03-01 11:01:19.578836,5,Completed,Grape Production,Upington,Permanent
68,Family Responsibility,2024-11-27 11:01:19.578836,2024-11-27 11:01:19.578836,1,Completed,Grape Production,Upington,Permanent
68,Family Responsibility,2024-03-14 11:01:19.578836,2024-03-14 11:01:19.578836,1,Completed,Grape Production,Upington,Permanent
68,Annual Leave,2024-07-26 11:01:19.578836,2024-07-27 11:01:19.578836,2,Completed,Grape Production,Upington,Permanent
68,Annual Leave,2023-10-17 11:01:19.578836,2023-10-18 11:01:19.578836,2,Completed,Grape Production,Upington,Permanent
69,Sick Leave,2025-01-06 11:01:19.452190,2025-01-06 11:01:19.452190,1,Completed,Citrus Production,Citrusdal,Seasonal
70,Sick Leave,2025-02-14 11:01:19.452190,2025-02-15 11:01:19.452190,2,Completed,Administration,Dullstroom,Seasonal
71,Annual Leave,2024-12-11 11:01:19.452190,2024-12-11 11:01:19.452190,1,Completed,Pack House Operations,Citrusdal Pack House,Seasonal
72,Annual Leave,2025-01-18 11:01:19.452190,2025-01-20 11:01:19.452190,3,Completed,Citrus Production,Ceres,Seasonal
73,Annual Leave,2025-01-02 11:01:19.452190,2025-01-04 11:01:19.452190,3,Completed,Maize Production,Graaff-Reinet,Seasonal
74,Sick Leave,2025-02-10 11:01:19.452190,2025-02-10 11:01:19.452190,1,Completed,Pack House Operations,Ceres,Seasonal
75,Family Responsibility,2025-02-21 11:01:19.452190,2025-02-23 11:01:19.452190,3,Completed,Cattle Farming,Dullstroom,Seasonal
76,Sick Leave,2024-05-21 11:01:19.452190,2024-05-23 11:01:19.452190,3,Completed,Maintenance,Upington,Contract
76,Annual Leave,2025-01-29 11:01:19.452190,2025-01-31 11:01:19.452190,3,Completed,Maintenance,Upington,Contract
76,Annual Leave,2024-10-08 11:01:19.452190,2024-10-10 11:01:19.452190,3,Completed,Maintenance,Upington,Contract
76,Annual Leave,2024-04-17 11:01:19.452190,2024-04-21 11:01:19.452190,5,Completed,Maintenance,Upington,Contract
76,Annual Leave,2024-02-22 11:01:19.452190,2024-02-23 11:01:19.452190,2,Completed,Maintenance,Upington,Contract
77,Sick Leave,2024-11-12 11:01:19.578836,2024-11-13 11:01:19.578836,2,Completed,Logistics,Citrusdal Pack House,Permanent
77,Annual Leave,2024-09-19 11:01:19.578836,2024-09-23 11:01:19.578836,5,Completed,Logistics,Citrusdal Pack House,Permanent
77,Annual Leave,2024-10-11 11:01:19.578836,2024-10-14 11:01:19.578836,4,Completed,Logistics,Citrusdal Pack House,Permanent
77,Family Responsibility,2025-01-14 11:01:19.578836,2025-01-14 11:01:19.578836,1,Completed,Logistics,Citrusdal Pack House,Permanent
77,Family Responsibility,2025-02-06 11:01:19.578836,2025-02-06 11:01:19.578836,1,Completed,Logistics,Citrusdal Pack House,Permanent
77,Annual Leave,2023-06-25 11:01:19.578836,2023-06-26 11:01:19.578836,2,Completed,Logistics,Citrusdal Pack House,Permanent
77,Annual Leave,2024-12-01 11:01:19.578836,2024-12-02 11:01:19.578836,2,Completed,Logistics,Citrusdal Pack House,Permanent
77,Annual Leave,2024-10-14 11:01:19.578836,2024-10-15 11:01:19.578836,2,Completed,Logistics,Citrusdal Pack House,Permanent
77,Sick Leave,2023-10-20 11:01:19.578836,2023-10-21 11:01:19.578836,2,Completed,Logistics,Citrusdal Pack House,Permanent
77,Maternity/Paternity,2024-06-12 11:01:19.578836,2024-06-21 11:01:19.578836,10,Completed,Logistics,Citrusdal Pack House,Permanent
78,Annual Leave,2024-04-14 11:01:19.578836,2024-04-18 11:01:19.578836,5,Completed,Citrus Production,Ceres,Permanent
78,Annual Leave,2025-02-06 11:01:19.578836,2025-02-09 11:01:19.578836,4,Completed,Citrus Production,Ceres,Permanent
78,Family Responsibility,2024-10-22 11:01:19.578836,2024-10-22 11:01:19.578836,1,Completed,Citrus Production,Ceres,Permanent
78,Sick Leave,2024-01-17 11:01:19.578836,2024-01-17 11:01:19.578836,1,Completed,Citrus Production,Ceres,Permanent
78,Unpaid Leave,2023-11-19 11:01:19.578836,2023-11-23 11:01:19.578836,5,Completed,Citrus Production,Ceres,Permanent
78,Annual Leave,2023-09-11 11:01:19.578836,2023-09-12 11:01:19.578836,2,Completed,Citrus Production,Ceres,Permanent
78,Annual Leave,2024-08-24 11:01:19.578836,2024-08-25 11:01:19.578836,2,Completed,Citrus Production,Ceres,Permanent
78,Annual Leave,2024-03-27 11:01:19.578836,2024-03-31 11:01:19.578836,5,Completed,Citrus Production,Ceres,Permanent
78,Annual Leave,2024-03-14 11:01:19.578836,2024-03-16 11:01:19.578836,3,Completed,Citrus Production,Ceres,Permanent
78,Annual Leave,2024-11-25 11:01:19.578836,2024-11-25 11:01:19.578836,1,Completed,Citrus Production,Ceres,Permanent
79,Annual Leave,2023-03-10 11:01:19.578836,2023-03-13 11:01:19.578836,4,Completed,Citrus Production,Citrusdal,Permanent
79,Annual Leave,2024-01-19 11:01:19.578836,2024-01-21 11:01:19.578836,3,Completed,Citrus Production,Citrusdal,Permanent
79,Family Responsibility,2024-07-24 11:01:19.578836,2024-07-24 11:01:19.578836,1,Completed,Citrus Production,Citrusdal,Permanent
79,Annual Leave,2024-05-24 11:01:19.578836,2024-05-24 11:01:19.578836,1,Completed,Citrus Production,Citrusdal,Permanent
79,Sick Leave,2023-03-05 11:01:19.578836,2023-03-07 11:01:19.578836,3,Completed,Citrus Production,Citrusdal,Permanent
79,Annual Leave,2024-07-19 11:01:19.578836,2024-07-22 11:01:19.578836,4,Completed,Citrus Production,Citrusdal,Permanent
79,Sick Leave,2024-04-18 11:01:19.578836,2024-04-20 11:01:19.578836,3,Completed,Citrus Production,Citrusdal,Permanent
79,Annual Leave,2024-12-12 11:01:19.578836,2024-12-12 11:01:19.578836,1,Completed,Citrus Production,Citrusdal,Permanent
79,Sick Leave,2023-09-18 11:01:19.578836,2023-09-18 11:01:19.578836,1,Completed,Citrus Production,Citrusdal,Permanent
79,Annual Leave,2023-10-12 11:01:19.578836,2023-10-14 11:01:19.578836,3,Completed,Citrus Production,Citrusdal,Permanent
80,Sick Leave,2025-01-12 11:01:19.452190,2025-01-13 11:01:19.452190,2,Completed,Administration,Dullstroom,Seasonal
81,Sick Leave,2025-02-27 11:01:19.452190,2025-03-01 11:01:19.452190,3,Completed,Pack House Operations,Citrusdal Pack House,Seasonal
82,Annual Leave,2025-01-24 11:01:19.452190,2025-01-27 11:01:19.452190,4,Completed,Pack House Operations,Citrusdal Pack House,Seasonal
83,Annual Leave,2024-11-11 11:01:19.452190,2024-11-12 11:01:19.452190,2,Completed,Citrus Production,Citrusdal,Seasonal
84,Family Responsibility,2024-05-24 11:01:19.578836,2024-05-25 11:01:19.578836,2,Completed,Logistics,Graaff-Reinet,Permanent
84,Family Responsibility,2024-01-29 11:01:19.578836,2024-01-30 11:01:19.578836,2,Completed,Logistics,Graaff-Reinet,Permanent
84,Annual Leave,2024-11-09 11:01:19.578836,2024-11-11 11:01:19.578836,3,Completed,Logistics,Graaff-Reinet,Permanent
84,Annual Leave,2023-06-09 11:01:19.578836,2023-06-09 11:01:19.578836,1,Completed,Logistics,Graaff-Reinet,Permanent
84,Annual Leave,2023-09-05 11:01:19.578836,2023-09-07 11:01:19.578836,3,Completed,Logistics,Graaff-Reinet,Permanent
84,Annual Leave,2024-04-20 11:01:19.578836,2024-04-21 11:01:19.578836,2,Completed,Logistics,Graaff-Reinet,Permanent
84,Maternity/Paternity,2024-01-28 11:01:19.578836,2024-02-01 11:01:19.578836,5,Completed,Logistics,Graaff-Reinet,Permanent
84,Annual Leave,2024-01-20 11:01:19.578836,2024-01-23 11:01:19.578836,4,Completed,Logistics,Graaff-Reinet,Permanent
84,Annual Leave,2024-06-01 11:01:19.578836,2024-06-05 11:01:19.578836,5,Completed,Logistics,Graaff-Reinet,Permanent
84,Unpaid Leave,2023-10-07 11:01:19.578836,2023-10-07 11:01:19.578836,1,Completed,Logistics,Graaff-Reinet,Permanent
85,Sick Leave,2024-11-09 11:01:19.452190,2024-11-10 11:01:19.452190,2,Completed,Grape Production,Upington,Seasonal
86,Sick Leave,2023-12-13 11:01:19.578836,2023-12-15 11:01:19.578836,3,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2024-02-02 11:01:19.578836,2024-02-06 11:01:19.578836,5,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2024-05-28 11:01:19.578836,2024-05-31 11:01:19.578836,4,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2024-08-08 11:01:19.578836,2024-08-08 11:01:19.578836,1,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2023-10-28 11:01:19.578836,2023-10-28 11:01:19.578836,1,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2024-04-11 11:01:19.578836,2024-04-11 11:01:19.578836,1,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2023-09-04 11:01:19.578836,2023-09-05 11:01:19.578836,2,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2024-09-15 11:01:19.578836,2024-09-16 11:01:19.578836,2,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2023-09-19 11:01:19.578836,2023-09-19 11:01:19.578836,1,Completed,Administration,Ceres Pack House,Permanent
86,Annual Leave,2023-08-28 11:01:19.578836,2023-08-29 11:01:19.578836,2,Completed,Administration,Ceres Pack House,Permanent
87,Annual Leave,2023-04-20 11:01:19.578836,2023-04-23 11:01:19.578836,4,Completed,Citrus Production,Ceres,Permanent
87,Annual Leave,2023-08-22 11:01:19.578836,2023-08-26 11:01:19.578836,5,Completed,Citrus Production,Ceres,Permanent
87,Sick Leave,2024-10-21 11:01:19.578836,2024-10-23 11:01:19.578836,3,Completed,Citrus Production,Ceres,Permanent
87,Annual Leave,2023-04-07 11:01:19.578836,2023-04-07 11:01:19.578836,1,Completed,Citrus Production,Ceres,Permanent
87,Annual Leave,2024-10-01 11:01:19.578836,2024-10-04 11:01:19.578836,4,Completed,Citrus Production,Ceres,Permanent
87,Sick Leave,2023-05-18 11:01:19.578836,2023-05-20 11:01:19.578836,3,Completed,Citrus Production,Ceres,Permanent
87,Annual Leave,2023-03-11 11:01:19.578836,2023-03-14 11:01:19.578836,4,Completed,Citrus Production,Ceres,Permanent
87,Sick Leave,2025-02-16 11:01:19.578836,2025-02-17 11:01:19.578836,2,Completed,Citrus Production,Ceres,Permanent
87,Sick Leave,2024-06-11 11:01:19.578836,2024-06-13 11:01:19.578836,3,Completed,Citrus Production,Ceres,Permanent
87,Annual Leave,2024-07-05 11:01:19.578836,2024-07-07 11:01:19.578836,3,Completed,Citrus Production,Ceres,Permanent
88,Annual Leave,2023-11-18 11:01:19.578836,2023-11-18 11:01:19.578836,1,Completed,Logistics,Ceres,Permanent
88,Maternity/Paternity,2024-04-15 11:01:19.578836,2024-04-17 11:01:19.578836,3,Completed,Logistics,Ceres,Permanent
88,Annual Leave,2023-11-14 11:01:19.578836,2023-11-15 11:01:19.578836,2,Completed,Logistics,Ceres,Permanent
88,Sick Leave,2023-03-12 11:01:19.578836,2023-03-13 11:01:19.578836,2,Completed,Logistics,Ceres,Permanent
88,Annual Leave,2023-06-04 11:01:19.578836,2023-06-05 11:01:19.578836,2,Completed,Logistics,Ceres,Permanent
88,Annual Leave,2024-11-18 11:01:19.578836,2024-11-22 11:01:19.578836,5,Completed,Logistics,Ceres,Permanent
88,Annual Leave,2024-09-14 11:01:19.578836,2024-09-18 11:01:19.578836,5,Completed,Logistics,Ceres,Permanent
88,Annual Leave,2024-09-24 11:01:19.578836,2024-09-27 11:01:19.578836,4,Completed,Logistics,Ceres,Permanent
88,Annual Leave,2024-06-29 11:01:19.578836,2024-06-30 11:01:19.578836,2,Completed,Logistics,Ceres,Permanent
88,Sick Leave,2023-07-29 11:01:19.578836,2023-07-31 11:01:19.578836,3,Completed,Logistics,Ceres,Permanent
89,Family Responsibility,2023-07-29 11:01:19.578836,2023-07-31 11:01:19.578836,3,Completed,Administration,Citrusdal,Permanent
89,Sick Leave,2024-06-19 11:01:19.578836,2024-06-20 11:01:19.578836,2,Completed,Administration,Citrusdal,Permanent
89,Annual Leave,2024-07-14 11:01:19.578836,2024-07-17 11:01:19.578836,4,Completed,Administration,Citrusdal,Permanent
89,Family Responsibility,2023-09-26 11:01:19.578836,2023-09-27 11:01:19.578836,2,Completed,Administration,Citrusdal,Permanent
89,Sick Leave,2024-02-27 11:01:19.578836,2024-02-27 11:01:19.578836,1,Completed,Administration,Citrusdal,Permanent
89,Family Responsibility,2023-05-14 11:01:19.578836,2023-05-14 11:01:19.578836,1,Completed,Administration,Citrusdal,Permanent
89,Annual Leave,2024-12-11 11:01:19.578836,2024-12-12 11:01:19.578836,2,Completed,Administration,Citrusdal,Permanent
89,Sick Leave,2023-04-16 11:01:19.578836,2023-04-16 11:01:19.578836,1,Completed,Administration,Citrusdal,Permanent
89,Annual Leave,2024-03-23 11:01:19.578836,2024-03-24 11:01:19.578836,2,Completed,Administration,Citrusdal,Permanent
89,Annual Leave,2024-02-05 11:01:19.578836,2024-02-05 11:01:19.578836,1,Completed,Administration,Citrusdal,Permanent
90,Unpaid Leave,2024-01-29 11:01:19.578836,2024-01-29 11:01:19.578836,1,Completed,Citrus Production,Ceres,Permanent
90,Annual Leave,2024-05-30 11:01:19.578836,2024-05-30 11:01:19.578836,1,Completed,Citrus Production,Ceres,Permanent
90,Annual Leave,2023-09-14 11:01:19.578836,2023-09-17 11:01:19.578836,4,Completed,Citrus Production,Ceres,Permanent
