employee_id,month,base_salary,overtime_hours,overtime_pay,gross_pay,tax_deduction,benefits_deduction,net_pay,department,location,worker_type
933,2023-05,38424,0,0.0,38424.0,6916.32,1921.2,29586.48,Administration,Graaff-Reinet,Contract
937,2023-05,10032,0,0.0,10032.0,1805.76,501.6,7724.639999999999,Maintenance,Citrusdal,Contract
938,2023-05,6388,0,0.0,6388.0,1149.84,319.40000000000003,4918.76,Administration,Ceres Pack House,Permanent
940,2023-05,6478,4,242.92499999999998,6720.925,1209.7665,323.90000000000003,5187.258500000001,Citrus Production,Ceres,Permanent
941,2023-05,7461,2,139.89375,7600.89375,1368.160875,373.05,5859.6828749999995,Maize Production,Graaff-Reinet,Permanent
943,2023-05,4974,0,0.0,4974.0,895.3199999999999,248.70000000000002,3829.9800000000005,Maintenance,Citrusdal,Permanent
944,2023-05,6010,0,0.0,6010.0,1081.8,300.5,4627.7,Administration,Upington,Permanent
946,2023-05,4022,0,0.0,4022.0,723.9599999999999,201.10000000000002,3096.94,Cattle Farming,Dullstroom,Contract
950,2023-05,7711,9,650.615625,8361.615625,1505.0908125,385.55,6470.9748125,Maize Production,Graaff-Reinet,Permanent
954,2023-05,13605,1,127.546875,13732.546875,2471.8584375,680.25,10580.4384375,Pack House Operations,Ceres Pack House,Permanent
955,2023-05,8057,2,151.06875000000002,8208.06875,1477.452375,402.85,6327.766375,Pack House Operations,Ceres,Permanent
956,2023-05,3757,0,0.0,3757.0,676.26,187.85000000000002,2892.89,Logistics,Graaff-Reinet,Contract
965,2023-05,6844,0,0.0,6844.0,1231.9199999999998,342.20000000000005,5269.88,Administration,Dullstroom,Permanent
966,2023-05,7194,3,202.33124999999998,7396.33125,1331.339625,359.70000000000005,5705.291625000001,Citrus Production,Citrusdal,Permanent
967,2023-05,5145,5,241.171875,5386.171875,969.5109375,257.25,4159.4109375,Pack House Operations,Citrusdal Pack House,Contract
970,2023-05,7500,7,492.1875,7992.1875,1438.59375,375.0,6178.59375,Maize Production,Graaff-Reinet,Permanent
971,2023-05,4925,0,0.0,4925.0,886.5,246.25,3792.25,Administration,Graaff-Reinet,Permanent
975,2023-05,9085,0,0.0,9085.0,1635.3,454.25,6995.45,Cattle Farming,Dullstroom,Permanent
976,2023-05,18436,2,345.67499999999995,18781.675,3380.7014999999997,921.8000000000001,14479.1735,Pack House Operations,Ceres,Permanent
977,2023-05,7739,5,362.765625,8101.765625,1458.3178125,386.95000000000005,6256.497812500001,Pack House Operations,Ceres,Permanent
978,2023-05,6953,0,0.0,6953.0,1251.54,347.65000000000003,5353.81,Logistics,Upington,Permanent
983,2023-05,14040,0,0.0,14040.0,2527.2,702.0,10810.8,Pack House Operations,Ceres,Permanent
985,2023-05,35183,0,0.0,35183.0,6332.94,1759.15,27090.91,Administration,Ceres Pack House,Permanent
987,2023-05,4844,0,0.0,4844.0,871.92,242.20000000000002,3729.88,Maintenance,Upington,Permanent
991,2023-05,6528,13,795.5999999999999,7323.6,1318.248,326.40000000000003,5678.952000000001,Citrus Production,Ceres,Permanent
995,2023-05,3720,0,0.0,3720.0,669.6,186.0,2864.4,Maintenance,Dullstroom,Permanent
997,2023-05,5899,2,110.60624999999999,6009.60625,1081.7291249999998,294.95,4632.927125,Citrus Production,Ceres,Permanent
1,2023-06,31170,0,0.0,31170.0,5610.599999999999,1558.5,24000.9,Management,Citrusdal Pack House,Permanent
2,2023-06,37055,0,0.0,37055.0,6669.9,1852.75,28532.35,Management,Citrusdal Pack House,Permanent
3,2023-06,36313,0,0.0,36313.0,6536.34,1815.65,27961.01,Management,Upington,Permanent
4,2023-06,24693,0,0.0,24693.0,4444.74,1234.65,19013.61,Management,Ceres Pack House,Permanent
5,2023-06,31460,0,0.0,31460.0,5662.8,1573.0,24224.2,Management,Ceres Pack House,Permanent
6,2023-06,19993,0,0.0,19993.0,3598.74,999.6500000000001,15394.610000000002,Management,Dullstroom,Permanent
7,2023-06,28268,0,0.0,28268.0,5088.24,1413.4,21766.36,Management,Ceres Pack House,Permanent
8,2023-06,18291,0,0.0,18291.0,3292.3799999999997,914.5500000000001,14084.070000000002,Management,Citrusdal,Permanent
9,2023-06,18351,0,0.0,18351.0,3303.18,917.5500000000001,14130.27,Management,Ceres,Permanent
10,2023-06,31419,0,0.0,31419.0,5655.42,1570.95,24192.63,Management,Dullstroom,Permanent
11,2023-06,32575,0,0.0,32575.0,5863.5,1628.75,25082.75,Management,Citrusdal Pack House,Permanent
12,2023-06,22066,0,0.0,22066.0,3971.8799999999997,1103.3,16990.82,Management,Dullstroom,Permanent
13,2023-06,37686,0,0.0,37686.0,6783.48,1884.3000000000002,29018.22,Management,Citrusdal Pack House,Permanent
14,2023-06,25157,0,0.0,25157.0,4528.26,1257.8500000000001,19370.89,Management,Ceres Pack House,Permanent
15,2023-06,39235,0,0.0,39235.0,7062.3,1961.75,30210.95,Management,Citrusdal,Permanent
16,2023-06,21635,0,0.0,21635.0,3894.2999999999997,1081.75,16658.95,Management,Upington,Permanent
17,2023-06,18121,0,0.0,18121.0,3261.7799999999997,906.0500000000001,13953.170000000002,Management,Ceres,Permanent
18,2023-06,34967,0,0.0,34967.0,6294.0599999999995,1748.3500000000001,26924.590000000004,Management,Graaff-Reinet,Permanent
19,2023-06,36988,0,0.0,36988.0,6657.84,1849.4,28480.76,Management,Citrusdal,Permanent
20,2023-06,32714,0,0.0,32714.0,5888.5199999999995,1635.7,25189.78,Management,Upington,Permanent
21,2023-06,30347,0,0.0,30347.0,5462.46,1517.3500000000001,23367.190000000002,Management,Citrusdal,Permanent
22,2023-06,33878,0,0.0,33878.0,6098.04,1693.9,26086.059999999998,Management,Graaff-Reinet,Permanent
23,2023-06,27405,0,0.0,27405.0,4932.9,1370.25,21101.85,Management,Citrusdal Pack House,Permanent
24,2023-06,32001,0,0.0,32001.0,5760.179999999999,1600.0500000000002,24640.77,Management,Dullstroom,Permanent
25,2023-06,23484,0,0.0,23484.0,4227.12,1174.2,18082.68,Management,Upington,Permanent
26,2023-06,31175,0,0.0,31175.0,5611.5,1558.75,24004.75,Management,Citrusdal,Permanent
27,2023-06,24503,0,0.0,24503.0,4410.54,1225.15,18867.309999999998,Management,Graaff-Reinet,Permanent
28,2023-06,27163,0,0.0,27163.0,4889.34,1358.15,20915.51,Management,Citrusdal,Permanent
29,2023-06,25838,0,0.0,25838.0,4650.84,1291.9,19895.26,Management,Ceres Pack House,Permanent
30,2023-06,18011,0,0.0,18011.0,3241.98,900.5500000000001,13868.470000000001,Management,Ceres Pack House,Permanent
31,2023-06,29749,0,0.0,29749.0,5354.82,1487.45,22906.73,Management,Citrusdal,Permanent
32,2023-06,23370,0,0.0,23370.0,4206.599999999999,1168.5,17994.9,Management,Ceres Pack House,Permanent
33,2023-06,26884,0,0.0,26884.0,4839.12,1344.2,20700.68,Management,Graaff-Reinet,Permanent
34,2023-06,33318,0,0.0,33318.0,5997.24,1665.9,25654.86,Management,Ceres Pack House,Permanent
35,2023-06,23869,0,0.0,23869.0,4296.42,1193.45,18379.13,Management,Graaff-Reinet,Permanent
36,2023-06,25591,0,0.0,25591.0,4606.38,1279.5500000000002,19705.07,Management,Dullstroom,Permanent
37,2023-06,27851,0,0.0,27851.0,5013.179999999999,1392.5500000000002,21445.27,Management,Ceres,Permanent
38,2023-06,23327,0,0.0,23327.0,4198.86,1166.3500000000001,17961.79,Management,Ceres Pack House,Permanent
39,2023-06,29787,0,0.0,29787.0,5361.66,1489.3500000000001,22935.99,Management,Ceres Pack House,Permanent
40,2023-06,18897,0,0.0,18897.0,3401.46,944.85,14550.69,Management,Ceres,Permanent
41,2023-06,29266,0,0.0,29266.0,5267.88,1463.3000000000002,22534.82,Management,Upington,Permanent
42,2023-06,33200,0,0.0,33200.0,5976.0,1660.0,25564.0,Management,Graaff-Reinet,Permanent
43,2023-06,34174,0,0.0,34174.0,6151.32,1708.7,26313.98,Management,Citrusdal Pack House,Permanent
44,2023-06,21849,0,0.0,21849.0,3932.8199999999997,1092.45,16823.73,Management,Dullstroom,Permanent
45,2023-06,20048,0,0.0,20048.0,3608.64,1002.4000000000001,15436.960000000001,Management,Ceres,Permanent
46,2023-06,25458,0,0.0,25458.0,4582.44,1272.9,19602.66,Management,Upington,Permanent
47,2023-06,37515,0,0.0,37515.0,6752.7,1875.75,28886.55,Management,Graaff-Reinet,Permanent
48,2023-06,37768,0,0.0,37768.0,6798.24,1888.4,29081.36,Management,Ceres,Permanent
49,2023-06,32597,0,0.0,32597.0,5867.46,1629.8500000000001,25099.690000000002,Management,Upington,Permanent
50,2023-06,33221,0,0.0,33221.0,5979.78,1661.0500000000002,25580.170000000002,Management,Citrusdal,Permanent
56,2023-06,6402,0,0.0,6402.0,1152.36,320.1,4929.54,Cattle Farming,Dullstroom,Permanent
59,2023-06,8811,6,495.61875000000003,9306.61875,1675.1913749999999,440.55,7190.877374999999,Pack House Operations,Citrusdal Pack House,Permanent
61,2023-06,13291,0,0.0,13291.0,2392.38,664.5500000000001,10234.07,Pack House Operations,Ceres Pack House,Permanent
62,2023-06,12363,0,0.0,12363.0,2225.3399999999997,618.1500000000001,9519.51,Logistics,Graaff-Reinet,Permanent
65,2023-06,7110,1,66.65625,7176.65625,1291.798125,355.5,5529.358125,Pack House Operations,Citrusdal Pack House,Permanent
66,2023-06,10223,0,0.0,10223.0,1840.1399999999999,511.15000000000003,7871.710000000001,Logistics,Ceres Pack House,Permanent
68,2023-06,4765,3,134.015625,4899.015625,881.8228124999999,238.25,3778.9428125,Grape Production,Upington,Permanent
77,2023-06,16737,0,0.0,16737.0,3012.66,836.85,12887.49,Logistics,Citrusdal Pack House,Permanent
78,2023-06,8839,10,828.65625,9667.65625,1740.178125,441.95000000000005,7485.528125,Citrus Production,Ceres,Permanent
79,2023-06,13104,3,368.55,13472.55,2425.0589999999997,655.2,10392.291,Citrus Production,Citrusdal,Permanent
84,2023-06,19019,0,0.0,19019.0,3423.42,950.95,14644.63,Logistics,Graaff-Reinet,Permanent
86,2023-06,4732,0,0.0,4732.0,851.76,236.60000000000002,3643.64,Administration,Ceres Pack House,Permanent
87,2023-06,9239,13,1126.003125,10365.003125,1865.7005624999997,461.95000000000005,8037.352562499999,Citrus Production,Ceres,Permanent
88,2023-06,6668,0,0.0,6668.0,1200.24,333.40000000000003,5134.360000000001,Logistics,Ceres,Permanent
89,2023-06,45223,0,0.0,45223.0,8140.139999999999,2261.15,34821.71,Administration,Citrusdal,Permanent
90,2023-06,17107,3,481.13437500000003,17588.134375,3165.8641875000003,855.35,13566.920187500002,Citrus Production,Ceres,Permanent
91,2023-06,5424,0,0.0,5424.0,976.3199999999999,271.2,4176.4800000000005,Logistics,Ceres Pack House,Permanent
92,2023-06,3795,0,0.0,3795.0,683.1,189.75,2922.15,Cattle Farming,Dullstroom,Permanent
93,2023-06,11093,3,311.99062499999997,11404.990625,2052.8983125,554.65,8797.442312500001,Grape Production,Upington,Permanent
94,2023-06,5665,0,0.0,5665.0,1019.6999999999999,283.25,4362.05,Administration,Citrusdal,Contract
95,2023-06,5732,0,0.0,5732.0,1031.76,286.6,4413.639999999999,Citrus Production,Ceres,Permanent
96,2023-06,6803,8,510.22499999999997,7313.225,1316.3805,340.15000000000003,5656.6945000000005,Maize Production,Graaff-Reinet,Contract
97,2023-06,9596,0,0.0,9596.0,1727.28,479.8,7388.92,Logistics,Ceres Pack House,Permanent
99,2023-06,5053,0,0.0,5053.0,909.54,252.65,3890.81,Maintenance,Upington,Permanent
101,2023-06,6034,1,56.568749999999994,6090.56875,1096.302375,301.7,4692.566375,Maize Production,Graaff-Reinet,Permanent
103,2023-06,6268,0,0.0,6268.0,1128.24,313.40000000000003,4826.360000000001,Cattle Farming,Dullstroom,Permanent
106,2023-06,6090,0,0.0,6090.0,1096.2,304.5,4689.3,Logistics,Upington,Permanent
108,2023-06,7002,0,0.0,7002.0,1260.36,350.1,5391.54,Logistics,Ceres,Permanent
110,2023-06,4993,11,514.903125,5507.903125,991.4225624999999,249.65,4266.8305625,Citrus Production,Citrusdal,Contract
112,2023-06,6279,0,0.0,6279.0,1130.22,313.95000000000005,4834.83,Administration,Graaff-Reinet,Permanent
114,2023-06,9639,0,0.0,9639.0,1735.02,481.95000000000005,7422.03,Maintenance,Dullstroom,Permanent
117,2023-06,17370,12,1954.125,19324.125,3478.3424999999997,868.5,14977.282500000001,Pack House Operations,Ceres Pack House,Permanent
119,2023-06,5552,0,0.0,5552.0,999.36,277.6,4275.04,Maintenance,Citrusdal Pack House,Contract
121,2023-06,13026,14,1709.6625,14735.6625,2652.41925,651.3000000000001,11431.94325,Grape Production,Upington,Permanent
123,2023-06,11663,0,0.0,11663.0,2099.34,583.15,8980.51,Maintenance,Upington,Permanent
127,2023-06,12521,0,0.0,12521.0,2253.7799999999997,626.0500000000001,9641.170000000002,Maintenance,Ceres Pack House,Permanent
129,2023-06,5364,0,0.0,5364.0,965.52,268.2,4130.28,Administration,Citrusdal Pack House,Permanent
132,2023-06,17873,0,0.0,17873.0,3217.14,893.6500000000001,13762.210000000001,Maintenance,Dullstroom,Permanent
135,2023-06,8583,0,0.0,8583.0,1544.94,429.15000000000003,6608.91,Logistics,Ceres Pack House,Permanent
138,2023-06,5597,0,0.0,5597.0,1007.4599999999999,279.85,4309.69,Administration,Ceres Pack House,Contract
140,2023-06,7356,0,0.0,7356.0,1324.08,367.8,5664.12,Logistics,Citrusdal Pack House,Permanent
142,2023-06,10519,3,295.846875,10814.846875,1946.6724375,525.95,8342.2244375,Citrus Production,Ceres,Permanent
145,2023-06,5606,0,0.0,5606.0,1009.0799999999999,280.3,4316.62,Logistics,Ceres Pack House,Permanent
147,2023-06,6973,0,0.0,6973.0,1255.1399999999999,348.65000000000003,5369.210000000001,Logistics,Graaff-Reinet,Permanent
158,2023-06,4993,0,0.0,4993.0,898.74,249.65,3844.61,Administration,Citrusdal,Permanent
160,2023-06,6766,5,317.15625,7083.15625,1274.9681249999999,338.3,5469.888125,Maize Production,Graaff-Reinet,Permanent
161,2023-06,5534,7,363.16875,5897.16875,1061.4903749999999,276.7,4558.978375,Grape Production,Upington,Permanent
163,2023-06,6091,0,0.0,6091.0,1096.3799999999999,304.55,4690.07,Administration,Ceres Pack House,Permanent
164,2023-06,5345,0,0.0,5345.0,962.0999999999999,267.25,4115.65,Citrus Production,Ceres,Permanent
166,2023-06,7216,0,0.0,7216.0,1298.8799999999999,360.8,5556.32,Cattle Farming,Dullstroom,Permanent
169,2023-06,5611,0,0.0,5611.0,1009.98,280.55,4320.47,Administration,Dullstroom,Contract
172,2023-06,10622,0,0.0,10622.0,1911.96,531.1,8178.9400000000005,Cattle Farming,Dullstroom,Permanent
174,2023-06,6589,0,0.0,6589.0,1186.02,329.45000000000005,5073.53,Maintenance,Citrusdal,Permanent
175,2023-06,15291,4,573.4124999999999,15864.4125,2855.59425,764.5500000000001,12244.268250000001,Pack House Operations,Ceres,Permanent
176,2023-06,4145,0,0.0,4145.0,746.1,207.25,3191.65,Maintenance,Citrusdal,Permanent
177,2023-06,5891,0,0.0,5891.0,1060.3799999999999,294.55,4536.07,Pack House Operations,Citrusdal Pack House,Contract
180,2023-06,7422,0,0.0,7422.0,1335.96,371.1,5714.94,Administration,Dullstroom,Permanent
182,2023-06,4847,0,0.0,4847.0,872.4599999999999,242.35000000000002,3732.19,Administration,Citrusdal,Permanent
183,2023-06,18245,0,0.0,18245.0,3284.1,912.25,14048.65,Logistics,Graaff-Reinet,Permanent
184,2023-06,4564,0,0.0,4564.0,821.52,228.20000000000002,3514.28,Logistics,Ceres,Permanent
186,2023-06,16046,0,0.0,16046.0,2888.2799999999997,802.3000000000001,12355.420000000002,Logistics,Citrusdal,Permanent
188,2023-06,14065,3,395.578125,14460.578125,2602.9040625,703.25,11154.4240625,Citrus Production,Citrusdal,Permanent
193,2023-06,6535,0,0.0,6535.0,1176.3,326.75,5031.95,Logistics,Upington,Permanent
201,2023-06,13469,0,0.0,13469.0,2424.42,673.45,10371.13,Logistics,Ceres,Permanent
203,2023-06,30543,0,0.0,30543.0,5497.74,1527.15,23518.11,Administration,Ceres,Permanent
207,2023-06,4500,0,0.0,4500.0,810.0,225.0,3465.0,Pack House Operations,Ceres,Permanent
208,2023-06,8110,0,0.0,8110.0,1459.8,405.5,6244.7,Logistics,Citrusdal,Permanent
211,2023-06,7039,0,0.0,7039.0,1267.02,351.95000000000005,5420.03,Administration,Graaff-Reinet,Permanent
213,2023-06,6968,0,0.0,6968.0,1254.24,348.40000000000003,5365.360000000001,Administration,Citrusdal,Permanent
220,2023-06,14085,0,0.0,14085.0,2535.2999999999997,704.25,10845.45,Maintenance,Citrusdal,Permanent
222,2023-06,5317,0,0.0,5317.0,957.06,265.85,4094.0900000000006,Logistics,Upington,Permanent
227,2023-06,14266,0,0.0,14266.0,2567.88,713.3000000000001,10984.82,Maintenance,Graaff-Reinet,Permanent
228,2023-06,13350,1,125.15625,13475.15625,2425.528125,667.5,10382.128125,Pack House Operations,Ceres,Permanent
229,2023-06,16675,0,0.0,16675.0,3001.5,833.75,12839.75,Logistics,Ceres Pack House,Permanent
230,2023-06,12631,0,0.0,12631.0,2273.58,631.5500000000001,9725.87,Logistics,Ceres,Contract
232,2023-06,6235,0,0.0,6235.0,1122.3,311.75,4800.95,Administration,Ceres,Permanent
235,2023-06,5965,0,0.0,5965.0,1073.7,298.25,4593.05,Administration,Ceres Pack House,Permanent
237,2023-06,5288,2,99.14999999999999,5387.15,969.6869999999999,264.40000000000003,4153.063,Citrus Production,Citrusdal,Permanent
238,2023-06,7355,0,0.0,7355.0,1323.8999999999999,367.75,5663.35,Maintenance,Ceres Pack House,Permanent
245,2023-06,10210,2,191.4375,10401.4375,1872.25875,510.5,8018.678749999999,Pack House Operations,Ceres Pack House,Permanent
249,2023-06,4626,0,0.0,4626.0,832.68,231.3,3562.02,Maintenance,Upington,Permanent
250,2023-06,6332,0,0.0,6332.0,1139.76,316.6,4875.639999999999,Logistics,Citrusdal Pack House,Permanent
251,2023-06,5445,0,0.0,5445.0,980.0999999999999,272.25,4192.65,Administration,Graaff-Reinet,Permanent
253,2023-06,7383,4,276.86249999999995,7659.8625,1378.77525,369.15000000000003,5911.937250000001,Citrus Production,Citrusdal,Permanent
255,2023-06,42547,0,0.0,42547.0,7658.46,2127.35,32761.190000000002,Administration,Dullstroom,Permanent
256,2023-06,4526,0,0.0,4526.0,814.68,226.3,3485.02,Pack House Operations,Ceres Pack House,Permanent
257,2023-06,4556,3,128.13750000000002,4684.1375,843.1447499999999,227.8,3613.1927499999997,Citrus Production,Citrusdal,Contract
259,2023-06,4142,1,38.83125,4180.83125,752.549625,207.10000000000002,3221.181625,Grape Production,Upington,Contract
262,2023-06,5652,0,0.0,5652.0,1017.36,282.6,4352.04,Maintenance,Dullstroom,Permanent
263,2023-06,6741,4,252.78750000000002,6993.7875,1258.88175,337.05,5397.85575,Pack House Operations,Citrusdal Pack House,Permanent
265,2023-06,6045,0,0.0,6045.0,1088.1,302.25,4654.65,Logistics,Ceres Pack House,Permanent
266,2023-06,5118,0,0.0,5118.0,921.24,255.9,3940.86,Maintenance,Citrusdal Pack House,Permanent
267,2023-06,8180,5,383.4375,8563.4375,1541.41875,409.0,6613.01875,Pack House Operations,Ceres Pack House,Contract
268,2023-06,5178,0,0.0,5178.0,932.04,258.90000000000003,3987.06,Logistics,Citrusdal,Permanent
272,2023-06,11072,4,415.20000000000005,11487.2,2067.696,553.6,8865.904,Grape Production,Upington,Permanent
273,2023-06,6301,0,0.0,6301.0,1134.18,315.05,4851.7699999999995,Logistics,Upington,Permanent
275,2023-06,6441,0,0.0,6441.0,1159.3799999999999,322.05,4959.57,Maintenance,Dullstroom,Permanent
276,2023-06,5377,6,302.45625,5679.45625,1022.302125,268.85,4388.304125,Pack House Operations,Citrusdal Pack House,Permanent
279,2023-06,6948,2,130.27499999999998,7078.275,1274.0894999999998,347.40000000000003,5456.7855,Grape Production,Upington,Permanent
281,2023-06,5735,0,0.0,5735.0,1032.3,286.75,4415.95,Logistics,Citrusdal,Permanent
283,2023-06,3953,0,0.0,3953.0,711.54,197.65,3043.81,Administration,Citrusdal Pack House,Permanent
285,2023-06,11333,0,0.0,11333.0,2039.9399999999998,566.65,8726.41,Cattle Farming,Dullstroom,Permanent
286,2023-06,3631,7,238.284375,3869.284375,696.4711875,181.55,2991.2631874999997,Grape Production,Upington,Permanent
290,2023-06,14718,0,0.0,14718.0,2649.24,735.9000000000001,11332.86,Maintenance,Upington,Permanent
291,2023-06,5242,0,0.0,5242.0,943.56,262.1,4036.3400000000006,Administration,Ceres Pack House,Permanent
293,2023-06,3729,2,69.91874999999999,3798.91875,683.8053749999999,186.45000000000002,2928.663375,Citrus Production,Citrusdal,Contract
294,2023-06,34706,0,0.0,34706.0,6247.08,1735.3000000000002,26723.62,Administration,Graaff-Reinet,Permanent
295,2023-06,7059,0,0.0,7059.0,1270.62,352.95000000000005,5435.43,Administration,Graaff-Reinet,Permanent
296,2023-06,5453,0,0.0,5453.0,981.54,272.65000000000003,4198.81,Maintenance,Dullstroom,Permanent
298,2023-06,9324,3,262.23749999999995,9586.2375,1725.5227499999999,466.20000000000005,7394.514749999999,Citrus Production,Citrusdal,Permanent
299,2023-06,10127,5,474.703125,10601.703125,1908.3065625,506.35,8187.0465625,Pack House Operations,Ceres,Permanent
301,2023-06,10664,0,0.0,10664.0,1919.52,533.2,8211.279999999999,Cattle Farming,Dullstroom,Permanent
303,2023-06,42746,0,0.0,42746.0,7694.28,2137.3,32914.42,Administration,Dullstroom,Permanent
307,2023-06,3945,0,0.0,3945.0,710.1,197.25,3037.65,Citrus Production,Citrusdal,Contract
309,2023-06,6345,0,0.0,6345.0,1142.1,317.25,4885.65,Administration,Citrusdal,Permanent
314,2023-06,3890,0,0.0,3890.0,700.1999999999999,194.5,2995.3,Maintenance,Dullstroom,Contract
315,2023-06,5317,0,0.0,5317.0,957.06,265.85,4094.0900000000006,Maintenance,Upington,Permanent
317,2023-06,6739,0,0.0,6739.0,1213.02,336.95000000000005,5189.03,Logistics,Upington,Permanent
318,2023-06,5292,0,0.0,5292.0,952.56,264.6,4074.8400000000006,Maintenance,Ceres,Permanent
320,2023-06,5441,0,0.0,5441.0,979.38,272.05,4189.57,Maintenance,Dullstroom,Permanent
321,2023-06,7312,0,0.0,7312.0,1316.1599999999999,365.6,5630.24,Cattle Farming,Dullstroom,Permanent
322,2023-06,14872,5,697.125,15569.125,2802.4425,743.6,12023.082499999999,Maize Production,Graaff-Reinet,Permanent
327,2023-06,8059,0,0.0,8059.0,1450.62,402.95000000000005,6205.43,Logistics,Upington,Permanent
328,2023-06,9593,0,0.0,9593.0,1726.74,479.65000000000003,7386.610000000001,Logistics,Ceres Pack House,Permanent
330,2023-06,7145,0,0.0,7145.0,1286.1,357.25,5501.65,Logistics,Citrusdal,Permanent
332,2023-06,3849,0,0.0,3849.0,692.8199999999999,192.45000000000002,2963.7300000000005,Maintenance,Upington,Permanent
333,2023-06,15482,4,580.575,16062.575,2891.2635,774.1,12397.2115,Grape Production,Upington,Permanent
334,2023-06,7582,0,0.0,7582.0,1364.76,379.1,5838.139999999999,Administration,Ceres,Permanent
336,2023-06,7053,0,0.0,7053.0,1269.54,352.65000000000003,5430.81,Logistics,Citrusdal,Permanent
340,2023-06,14457,0,0.0,14457.0,2602.2599999999998,722.85,11131.89,Cattle Farming,Dullstroom,Permanent
343,2023-06,6954,0,0.0,6954.0,1251.72,347.70000000000005,5354.58,Administration,Ceres Pack House,Permanent
346,2023-06,8572,1,80.36250000000001,8652.3625,1557.4252499999998,428.6,6666.337249999999,Pack House Operations,Ceres Pack House,Permanent
354,2023-06,4559,0,0.0,4559.0,820.62,227.95000000000002,3510.4300000000003,Administration,Dullstroom,Permanent
355,2023-06,6985,0,0.0,6985.0,1257.3,349.25,5378.45,Logistics,Citrusdal,Permanent
356,2023-06,6022,0,0.0,6022.0,1083.96,301.1,4636.94,Maintenance,Ceres,Permanent
357,2023-06,13114,0,0.0,13114.0,2360.52,655.7,10097.779999999999,Pack House Operations,Ceres Pack House,Permanent
360,2023-06,11080,0,0.0,11080.0,1994.3999999999999,554.0,8531.6,Logistics,Graaff-Reinet,Permanent
363,2023-06,5077,0,0.0,5077.0,913.86,253.85000000000002,3909.2900000000004,Logistics,Citrusdal Pack House,Permanent
366,2023-06,4237,0,0.0,4237.0,762.66,211.85000000000002,3262.4900000000002,Administration,Ceres Pack House,Contract
367,2023-06,13522,0,0.0,13522.0,2433.96,676.1,10411.94,Maintenance,Citrusdal Pack House,Permanent
368,2023-06,4942,0,0.0,4942.0,889.56,247.10000000000002,3805.34,Maintenance,Citrusdal,Permanent
372,2023-06,12040,0,0.0,12040.0,2167.2,602.0,9270.8,Maintenance,Upington,Permanent
373,2023-06,15318,0,0.0,15318.0,2757.24,765.9000000000001,11794.86,Logistics,Ceres Pack House,Permanent
375,2023-06,4535,0,0.0,4535.0,816.3,226.75,3491.95,Maintenance,Upington,Contract
377,2023-06,25922,0,0.0,25922.0,4665.96,1296.1000000000001,19959.940000000002,Administration,Graaff-Reinet,Permanent
384,2023-06,36749,0,0.0,36749.0,6614.82,1837.45,28296.73,Administration,Graaff-Reinet,Permanent
385,2023-06,12392,0,0.0,12392.0,2230.56,619.6,9541.84,Maintenance,Graaff-Reinet,Permanent
388,2023-06,7452,0,0.0,7452.0,1341.36,372.6,5738.04,Administration,Ceres,Permanent
389,2023-06,6164,0,0.0,6164.0,1109.52,308.20000000000005,4746.28,Administration,Graaff-Reinet,Permanent
396,2023-06,14465,0,0.0,14465.0,2603.7,723.25,11138.05,Maintenance,Dullstroom,Permanent
398,2023-06,8758,0,0.0,8758.0,1576.44,437.90000000000003,6743.66,Citrus Production,Citrusdal,Permanent
401,2023-06,4911,0,0.0,4911.0,883.98,245.55,3781.47,Maintenance,Dullstroom,Permanent
402,2023-06,7461,0,0.0,7461.0,1342.98,373.05,5744.97,Cattle Farming,Dullstroom,Permanent
406,2023-06,12933,12,1454.9624999999999,14387.9625,2589.8332499999997,646.6500000000001,11151.47925,Pack House Operations,Citrusdal Pack House,Permanent
407,2023-06,13806,5,647.15625,14453.15625,2601.568125,690.3000000000001,11161.288125000001,Pack House Operations,Citrusdal Pack House,Contract
408,2023-06,8665,0,0.0,8665.0,1559.7,433.25,6672.05,Maintenance,Citrusdal,Permanent
409,2023-06,5628,0,0.0,5628.0,1013.04,281.40000000000003,4333.56,Administration,Upington,Permanent
410,2023-06,4666,0,0.0,4666.0,839.88,233.3,3592.8199999999997,Maintenance,Ceres,Permanent
411,2023-06,6548,0,0.0,6548.0,1178.6399999999999,327.40000000000003,5041.960000000001,Logistics,Citrusdal Pack House,Permanent
413,2023-06,9239,0,0.0,9239.0,1663.02,461.95000000000005,7114.03,Cattle Farming,Dullstroom,Permanent
414,2023-06,9154,0,0.0,9154.0,1647.72,457.70000000000005,7048.58,Pack House Operations,Ceres Pack House,Permanent
416,2023-06,6667,0,0.0,6667.0,1200.06,333.35,5133.59,Logistics,Upington,Permanent
417,2023-06,3756,0,0.0,3756.0,676.0799999999999,187.8,2892.12,Maintenance,Citrusdal Pack House,Permanent
418,2023-06,10818,0,0.0,10818.0,1947.24,540.9,8329.86,Maintenance,Citrusdal Pack House,Permanent
420,2023-06,6510,0,0.0,6510.0,1171.8,325.5,5012.7,Logistics,Upington,Permanent
424,2023-06,5793,0,0.0,5793.0,1042.74,289.65000000000003,4460.610000000001,Logistics,Citrusdal Pack House,Contract
431,2023-06,5245,0,0.0,5245.0,944.0999999999999,262.25,4038.6499999999996,Logistics,Upington,Contract
437,2023-06,14443,0,0.0,14443.0,2599.74,722.1500000000001,11121.11,Logistics,Upington,Permanent
