employee_id,month,productivity_level,days_worked,performance_score,incident_count,incident_type,department,location,job_title,worker_type
788,2023-09,118.63902301527446,18,3.4,0,,Logistics,Citrusdal,Dispatcher,Permanent
789,2023-09,172.7093394467584,20,3.5,0,,Pack House Operations,Citrusdal Pack House,Packer,Permanent
791,2023-09,126.32704578686626,20,3.6,0,,Grape Production,Upington,Pruner,Permanent
795,2023-09,83.18086761436035,11,2.4,0,,Maintenance,Graaff-Reinet,Maintenance Supervisor,Contract
796,2023-09,101.05076518650178,18,3.2,0,,Logistics,Upington,Warehouse Worker,Permanent
797,2023-09,107.95176103938407,20,3.4,0,,Citrus Production,Citrusdal,Farm Worker,Permanent
804,2023-09,108.73683978637995,20,3.5,0,,Administration,Graaff-Reinet,Office Manager,Permanent
806,2023-09,120.60891758507057,19,3.5,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
808,2023-09,89.92368195183684,19,3.2,0,,Maintenance,Graaff-Reinet,Equipment Technician,Permanent
809,2023-09,86.35538269419855,19,3.2,0,,Administration,Ceres,Payroll Officer,Permanent
813,2023-09,95.68660103920858,20,3.4,0,,Logistics,Citrusdal,Logistics Supervisor,Permanent
814,2023-09,119.50111609271966,20,3.6,0,,Administration,Ceres,HR Assistant,Permanent
815,2023-09,101.27267608620456,19,3.3,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
816,2023-09,98.05288864819865,16,2.9,0,,Grape Production,Upington,Viticulturist,Permanent
817,2023-09,111.79329805051107,18,3.4,0,,Maintenance,Ceres,Mechanic,Permanent
820,2023-09,92.20111713360498,18,3.1,0,,Logistics,Ceres Pack House,Logistics Supervisor,Permanent
821,2023-09,100.97331682161396,19,3.3,0,,Maintenance,Dullstroom,Equipment Technician,Permanent
822,2023-09,212.29174337175405,15,3.2,0,,Pack House Operations,Ceres Pack House,Machine Operator,Permanent
823,2023-09,100.80238469468547,15,2.9,0,,Administration,Citrusdal,Data Entry Clerk,Permanent
828,2023-09,89.78294990442619,20,3.3,0,,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent
834,2023-09,109.2588759517366,15,3.0,0,,Maintenance,Upington,Maintenance Supervisor,Permanent
838,2023-09,110.27079969895348,18,3.3,0,,Maintenance,Ceres,Mechanic,Permanent
840,2023-09,131.96560274956408,20,3.8,0,,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
841,2023-09,194.26903846293894,20,3.6,0,,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent
843,2023-09,111.69482631602261,18,3.4,0,,Logistics,Upington,Logistics Supervisor,Permanent
844,2023-09,129.29671922518358,16,3.2,0,,Citrus Production,Ceres,Farm Supervisor,Permanent
845,2023-09,116.1695222459592,20,3.6,0,,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent
849,2023-09,115.03346721151338,16,3.1,0,,Maize Production,Graaff-Reinet,Tractor Driver,Contract
851,2023-09,130.29414801231061,15,2.7,0,,Pack House Operations,Ceres,Packer,Contract
854,2023-09,105.56494332745895,19,3.4,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
858,2023-09,85.59975874367197,8,2.1,0,,Maintenance,Citrusdal Pack House,Maintenance Worker,Contract
860,2023-09,102.98386084680115,14,2.8,0,,Citrus Production,Citrusdal,Harvester,Contract
865,2023-09,171.0436139866115,20,3.4,0,,Pack House Operations,Citrusdal Pack House,Sorter,Permanent
866,2023-09,98.47271736793049,18,3.2,0,,Maintenance,Graaff-Reinet,Mechanic,Permanent
868,2023-09,101.98355046604563,19,3.3,0,,Logistics,Citrusdal Pack House,Forklift Operator,Permanent
870,2023-09,83.20337700756994,20,3.2,0,,Maintenance,Graaff-Reinet,Mechanic,Permanent
874,2023-09,104.45996586222573,20,3.5,0,,Administration,Dullstroom,HR Assistant,Permanent
875,2023-09,100.0881790109714,18,3.2,0,,Administration,Citrusdal,Admin Clerk,Permanent
876,2023-09,77.57953700707593,19,3.2,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
878,2023-09,72.78098745745983,19,3.1,0,,Cattle Farming,Dullstroom,Farm Hand,Contract
879,2023-09,133.72940065743268,17,3.5,0,,Administration,Dullstroom,Admin Clerk,Permanent
880,2023-09,124.87546585942798,14,3.1,2,Unauthorized Absence,Maintenance,Ceres Pack House,Electrician,Permanent
882,2023-09,93.49828219902572,20,3.5,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
883,2023-09,117.3521161269959,19,3.5,0,,Maintenance,Graaff-Reinet,Mechanic,Permanent
885,2023-09,143.42633743047713,15,2.8,0,,Pack House Operations,Ceres,Floor Supervisor,Permanent
886,2023-09,87.89917610861514,15,2.8,0,,Maintenance,Dullstroom,Maintenance Supervisor,Contract
889,2023-09,210.06640493391967,18,3.5,0,,Pack House Operations,Citrusdal Pack House,Sorter,Permanent
891,2023-09,103.0703377389777,20,3.4,0,,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent
892,2023-09,169.5931259423862,19,3.3,0,,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent
893,2023-09,91.16659399306869,16,3.1,0,,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent
896,2023-09,118.69911956288898,13,2.8,0,,Citrus Production,Ceres,Irrigation Specialist,Permanent
897,2023-09,103.27277333485675,18,3.3,0,,Maintenance,Citrusdal Pack House,Maintenance Worker,Permanent
899,2023-09,91.79176885954136,16,2.9,0,,Logistics,Ceres Pack House,Warehouse Worker,Contract
902,2023-09,182.09986456104778,19,3.4,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Permanent
904,2023-09,120.18271004449039,20,3.6,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
906,2023-09,97.12110813419984,17,3.1,1,Safety Incident,Maintenance,Dullstroom,Equipment Technician,Permanent
907,2023-09,94.1967812088778,20,3.4,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
914,2023-09,113.75147860604676,14,3.0,0,,Administration,Upington,Office Manager,Permanent
916,2023-09,123.88460504353603,18,3.5,0,,Administration,Dullstroom,Admin Clerk,Permanent
922,2023-09,112.00394691939982,19,3.5,0,,Maintenance,Ceres Pack House,Maintenance Worker,Permanent
923,2023-09,101.87183830337499,7,2.2,0,,Administration,Upington,Data Entry Clerk,Contract
924,2023-09,96.71724361692317,20,3.4,0,,Maintenance,Dullstroom,Electrician,Permanent
927,2023-09,103.99366657726851,20,3.5,0,,Maintenance,Upington,Electrician,Permanent
929,2023-09,202.16251712878,18,3.5,0,,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent
931,2023-09,117.62720169241186,15,3.1,0,,Logistics,Citrusdal Pack House,Dispatcher,Permanent
932,2023-09,96.50282710590469,18,3.2,0,,Administration,Dullstroom,HR Assistant,Permanent
933,2023-09,85.99012020966485,14,2.7,0,,Administration,Graaff-Reinet,Office Manager,Contract
937,2023-09,97.5534415385372,18,3.2,0,,Maintenance,Citrusdal,Equipment Technician,Contract
938,2023-09,123.74292325766187,20,3.7,0,,Administration,Ceres Pack House,HR Assistant,Permanent
940,2023-09,107.57603168445634,20,3.4,0,,Citrus Production,Ceres,Tractor Driver,Permanent
941,2023-09,94.27835198621867,20,3.2,0,,Maize Production,Graaff-Reinet,Crop Specialist,Permanent
943,2023-09,101.75349036674356,20,3.4,0,,Maintenance,Citrusdal,Mechanic,Permanent
944,2023-09,83.99200443455355,18,3.0,0,,Administration,Upington,HR Assistant,Permanent
946,2023-09,74.74189186448227,13,2.6,0,,Cattle Farming,Dullstroom,Farm Hand,Contract
947,2023-09,99.37241642150249,18,3.2,0,,Administration,Citrusdal,Data Entry Clerk,Permanent
950,2023-09,110.80400909049419,20,3.4,0,,Maize Production,Graaff-Reinet,Tractor Driver,Permanent
951,2023-09,140.2682208054998,19,3.1,1,Unauthorized Absence,Pack House Operations,Citrusdal Pack House,Packer,Contract
954,2023-09,193.6728257787616,20,3.6,0,,Pack House Operations,Ceres Pack House,Floor Supervisor,Permanent
955,2023-09,140.55637450930686,16,2.9,0,,Pack House Operations,Ceres,Machine Operator,Permanent
956,2023-09,89.40502280442708,17,3.0,1,Unauthorized Absence,Logistics,Graaff-Reinet,Dispatcher,Contract
962,2023-09,101.31952160496455,14,2.9,0,,Logistics,Graaff-Reinet,Forklift Operator,Contract
965,2023-09,111.68306759641546,14,3.0,0,,Administration,Dullstroom,Admin Clerk,Permanent
966,2023-09,109.48782730282986,17,3.1,0,,Citrus Production,Citrusdal,Tractor Driver,Permanent
967,2023-09,138.5702926069884,18,3.0,0,,Pack House Operations,Citrusdal Pack House,Packer,Contract
970,2023-09,113.76217352616838,15,3.0,0,,Maize Production,Graaff-Reinet,Harvester,Permanent
971,2023-09,111.4307013128973,16,3.2,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
975,2023-09,82.91535175317375,14,2.8,0,,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent
976,2023-09,155.40149878075175,18,3.2,0,,Pack House Operations,Ceres,Logistics Coordinator,Permanent
977,2023-09,147.67971140221965,19,3.2,0,,Pack House Operations,Ceres,Machine Operator,Permanent
978,2023-09,132.50873075346715,20,3.8,0,,Logistics,Upington,Dispatcher,Permanent
983,2023-09,162.37534909314002,19,3.3,0,,Pack House Operations,Ceres,Logistics Coordinator,Permanent
985,2023-09,116.4184474220087,20,3.6,0,,Administration,Ceres Pack House,Office Manager,Permanent
987,2023-09,100.66970690370682,20,3.4,0,,Maintenance,Upington,Maintenance Worker,Permanent
991,2023-09,107.69069478123767,20,3.4,0,,Citrus Production,Ceres,Tractor Driver,Permanent
995,2023-09,95.9734954234136,20,3.4,0,,Maintenance,Dullstroom,Electrician,Permanent
997,2023-09,133.2833332985823,17,3.4,2,Tardiness,Citrus Production,Ceres,Harvester,Permanent
1,2023-10,94.08616729072995,19,3.3,0,,Management,Citrusdal Pack House,HR Manager,Permanent
2,2023-10,111.61783586498929,16,3.2,2,Unauthorized Absence,Management,Citrusdal Pack House,Operations Manager,Permanent
3,2023-10,93.94683307078607,19,3.3,0,,Management,Upington,Production Manager,Permanent
4,2023-10,109.68615944647166,19,3.4,0,,Management,Ceres Pack House,Operations Manager,Permanent
5,2023-10,133.89211470471653,20,3.8,0,,Management,Ceres Pack House,Finance Manager,Permanent
6,2023-10,110.25992166402422,18,3.3,0,,Management,Dullstroom,HR Manager,Permanent
7,2023-10,87.69450552608369,20,3.3,0,,Management,Ceres Pack House,Production Manager,Permanent
8,2023-10,109.25709016984875,20,3.5,0,,Management,Citrusdal,Production Manager,Permanent
9,2023-10,100.34006062080473,19,3.3,2,Tardiness,Management,Ceres,HR Manager,Permanent
10,2023-10,121.49569678133629,15,3.2,0,,Management,Dullstroom,HR Manager,Permanent
11,2023-10,86.06797138433278,18,3.1,0,,Management,Citrusdal Pack House,Production Manager,Permanent
12,2023-10,114.99102146162915,20,3.6,0,,Management,Dullstroom,General Manager,Permanent
13,2023-10,88.22520662111977,19,3.2,2,Unauthorized Absence,Management,Citrusdal Pack House,Operations Manager,Permanent
14,2023-10,99.99116407835524,19,3.3,0,,Management,Ceres Pack House,General Manager,Permanent
15,2023-10,116.68571634668807,20,3.6,0,,Management,Citrusdal,Operations Manager,Permanent
16,2023-10,116.42529375865,20,3.6,0,,Management,Upington,HR Manager,Permanent
17,2023-10,82.9589580353797,16,2.8,1,Policy Violation,Management,Ceres,Farm Manager,Permanent
18,2023-10,117.70504356075939,19,3.5,0,,Management,Graaff-Reinet,Production Manager,Permanent
19,2023-10,101.65156867748263,20,3.4,0,,Management,Citrusdal,Operations Manager,Permanent
20,2023-10,105.72107850712526,17,3.2,0,,Management,Upington,Operations Manager,Permanent
21,2023-10,123.43449124470655,19,3.6,0,,Management,Citrusdal,Production Manager,Permanent
22,2023-10,106.67457256591894,20,3.5,0,,Management,Graaff-Reinet,Finance Manager,Permanent
23,2023-10,118.06206544644583,19,3.5,0,,Management,Citrusdal Pack House,General Manager,Permanent
24,2023-10,107.80117473668965,18,3.3,0,,Management,Dullstroom,HR Manager,Permanent
25,2023-10,117.83049379821486,15,3.1,0,,Management,Upington,Finance Manager,Permanent
26,2023-10,98.02244324299613,20,3.4,0,,Management,Citrusdal,Production Manager,Permanent
27,2023-10,127.24508928955798,20,3.7,0,,Management,Graaff-Reinet,General Manager,Permanent
28,2023-10,118.69685633252809,15,3.1,1,Safety Incident,Management,Citrusdal,General Manager,Permanent
29,2023-10,109.9051236497152,20,3.5,2,Equipment Damage,Management,Ceres Pack House,Production Manager,Permanent
30,2023-10,118.21853308652261,17,3.3,0,,Management,Ceres Pack House,Farm Manager,Permanent
31,2023-10,105.10825494542495,16,3.1,0,,Management,Citrusdal,Farm Manager,Permanent
32,2023-10,119.43498207435078,20,3.6,2,Tardiness,Management,Ceres Pack House,Finance Manager,Permanent
33,2023-10,81.01257489583266,19,3.1,0,,Management,Graaff-Reinet,General Manager,Permanent
34,2023-10,106.13722091841903,20,3.5,0,,Management,Ceres Pack House,Farm Manager,Permanent
35,2023-10,99.66431987031821,20,3.4,0,,Management,Graaff-Reinet,Farm Manager,Permanent
36,2023-10,101.26231512790376,19,3.3,0,,Management,Dullstroom,Operations Manager,Permanent
37,2023-10,119.19609144789767,19,3.5,0,,Management,Ceres,Production Manager,Permanent
38,2023-10,126.17334319444865,19,3.6,0,,Management,Ceres Pack House,HR Manager,Permanent
39,2023-10,130.56234398451082,19,3.7,0,,Management,Ceres Pack House,Finance Manager,Permanent
40,2023-10,91.07374293953231,18,3.1,0,,Management,Ceres,Farm Manager,Permanent
41,2023-10,113.21847669593673,16,3.2,0,,Management,Upington,HR Manager,Permanent
42,2023-10,105.32265386271598,20,3.5,0,,Management,Graaff-Reinet,HR Manager,Permanent
43,2023-10,113.74795497478463,17,3.3,0,,Management,Citrusdal Pack House,Operations Manager,Permanent
44,2023-10,127.64136723426837,17,3.4,0,,Management,Dullstroom,General Manager,Permanent
45,2023-10,100.21024412029549,19,3.3,0,,Management,Ceres,HR Manager,Permanent
46,2023-10,95.35137700650213,18,3.2,0,,Management,Upington,Finance Manager,Permanent
47,2023-10,124.71892582810158,16,3.3,0,,Management,Graaff-Reinet,Production Manager,Permanent
48,2023-10,97.37707683468412,17,3.1,0,,Management,Ceres,HR Manager,Permanent
49,2023-10,103.99267304133606,20,3.5,0,,Management,Upington,General Manager,Permanent
50,2023-10,107.67761043745395,18,3.3,0,,Management,Citrusdal,Operations Manager,Permanent
54,2023-10,82.41448092605484,18,3.0,2,Policy Violation,Logistics,Upington,Logistics Supervisor,Permanent
56,2023-10,106.16186328003833,20,3.6,0,,Cattle Farming,Dullstroom,Cattle Herder,Permanent
59,2023-10,164.14157038174326,18,3.2,0,,Pack House Operations,Citrusdal Pack House,Machine Operator,Permanent
61,2023-10,170.6823375938028,20,3.4,0,,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent
62,2023-10,108.93893493899121,15,3.0,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
65,2023-10,168.1153988861397,20,3.4,1,Policy Violation,Pack House Operations,Citrusdal Pack House,Machine Operator,Permanent
66,2023-10,104.93292266459144,16,3.1,0,,Logistics,Ceres Pack House,Driver,Permanent
68,2023-10,118.81371402185543,18,3.3,0,,Grape Production,Upington,Vineyard Worker,Permanent
77,2023-10,99.31596379804039,20,3.4,0,,Logistics,Citrusdal Pack House,Logistics Supervisor,Permanent
78,2023-10,119.08478029186597,20,3.5,0,,Citrus Production,Ceres,Tractor Driver,Permanent
79,2023-10,105.08925947113862,20,3.4,0,,Citrus Production,Citrusdal,Irrigation Specialist,Permanent
84,2023-10,99.78800348179057,20,3.4,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
86,2023-10,102.29942408508285,19,3.3,0,,Administration,Ceres Pack House,Data Entry Clerk,Permanent
87,2023-10,102.64187095566753,18,3.1,0,,Citrus Production,Ceres,Irrigation Specialist,Permanent
88,2023-10,110.17224483894763,20,3.5,1,Policy Violation,Logistics,Ceres,Forklift Operator,Permanent
89,2023-10,109.614776794619,20,3.5,0,,Administration,Citrusdal,Office Manager,Permanent
90,2023-10,112.83778511450421,17,3.1,0,,Citrus Production,Ceres,Farm Supervisor,Permanent
91,2023-10,92.84055406472629,20,3.3,0,,Logistics,Ceres Pack House,Warehouse Worker,Permanent
92,2023-10,86.30690153533689,19,3.3,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
93,2023-10,122.4589612627926,20,3.5,0,,Grape Production,Upington,Vineyard Supervisor,Permanent
94,2023-10,96.65828916589012,19,3.3,0,,Administration,Citrusdal,Admin Clerk,Contract
95,2023-10,119.23031233782572,20,3.5,0,,Citrus Production,Ceres,Harvester,Permanent
96,2023-10,115.10306714315787,17,3.2,0,,Maize Production,Graaff-Reinet,Crop Specialist,Contract
97,2023-10,103.91132099328715,19,3.4,0,,Logistics,Ceres Pack House,Driver,Permanent
99,2023-10,102.05234448769083,18,3.2,0,,Maintenance,Upington,Mechanic,Permanent
101,2023-10,109.92424126155218,20,3.4,0,,Maize Production,Graaff-Reinet,Farm Worker,Permanent
103,2023-10,106.25943830941925,20,3.6,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
106,2023-10,105.25350024948392,20,3.5,0,,Logistics,Upington,Warehouse Worker,Permanent
107,2023-10,96.04890808298688,16,3.0,0,,Maintenance,Citrusdal,Maintenance Worker,Contract
108,2023-10,128.40346770079174,11,2.9,0,,Logistics,Ceres,Driver,Permanent
110,2023-10,105.22061251830871,14,2.8,0,,Citrus Production,Citrusdal,Harvester,Contract
112,2023-10,125.26486866471308,17,3.4,0,,Administration,Graaff-Reinet,HR Assistant,Permanent
114,2023-10,107.6494513392869,20,3.5,0,,Maintenance,Dullstroom,Equipment Technician,Permanent
116,2023-10,103.16111861781022,16,3.1,0,,Maintenance,Upington,Electrician,Permanent
117,2023-10,179.89466315761314,20,3.5,2,Equipment Damage,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent
119,2023-10,95.13686863416514,16,3.0,0,,Maintenance,Citrusdal Pack House,Mechanic,Contract
121,2023-10,139.12920793159185,20,3.7,0,,Grape Production,Upington,Vineyard Supervisor,Permanent
123,2023-10,110.84285115811014,18,3.3,0,,Maintenance,Upington,Maintenance Supervisor,Permanent
127,2023-10,117.69402147321058,15,3.1,0,,Maintenance,Ceres Pack House,Equipment Technician,Permanent
129,2023-10,92.2183480011368,20,3.3,0,,Administration,Citrusdal Pack House,Payroll Officer,Permanent
132,2023-10,110.28490793932603,20,3.5,2,Equipment Damage,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
135,2023-10,119.99785394754274,20,3.6,0,,Logistics,Ceres Pack House,Forklift Operator,Permanent
138,2023-10,106.99705618208638,19,3.4,0,,Administration,Ceres Pack House,Admin Clerk,Contract
140,2023-10,108.20537756842513,18,3.3,0,,Logistics,Citrusdal Pack House,Driver,Permanent
142,2023-10,114.51573666120251,17,3.2,2,Tardiness,Citrus Production,Ceres,Farm Supervisor,Permanent
145,2023-10,95.46007767540706,20,3.4,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
147,2023-10,107.00447997180567,18,3.3,0,,Logistics,Graaff-Reinet,Forklift Operator,Permanent
158,2023-10,108.98658047358145,20,3.5,0,,Administration,Citrusdal,Admin Clerk,Permanent
160,2023-10,135.60244413792265,20,3.7,0,,Maize Production,Graaff-Reinet,Tractor Driver,Permanent
161,2023-10,119.92686346903554,19,3.4,0,,Grape Production,Upington,Pruner,Permanent
163,2023-10,123.84928251777694,20,3.7,0,,Administration,Ceres Pack House,Data Entry Clerk,Permanent
164,2023-10,122.64157162869205,19,3.4,0,,Citrus Production,Ceres,Farm Worker,Permanent
166,2023-10,108.73344501809963,12,2.9,0,,Cattle Farming,Dullstroom,Farm Hand,Permanent
169,2023-10,90.20684418520906,16,2.9,0,,Administration,Dullstroom,Data Entry Clerk,Contract
172,2023-10,104.0947844927929,20,3.6,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
174,2023-10,130.42109840065703,16,3.4,0,,Maintenance,Citrusdal,Mechanic,Permanent
175,2023-10,138.4236533834696,12,2.5,2,Policy Violation,Pack House Operations,Ceres,Logistics Coordinator,Permanent
176,2023-10,108.91529723667645,19,3.4,0,,Maintenance,Citrusdal,Electrician,Permanent
177,2023-10,162.05258923688788,17,3.1,0,,Pack House Operations,Citrusdal Pack House,Sorter,Contract
180,2023-10,125.89106650999166,19,3.6,0,,Administration,Dullstroom,Data Entry Clerk,Permanent
182,2023-10,113.43849046598618,12,2.8,0,,Administration,Citrusdal,Admin Clerk,Permanent
183,2023-10,120.80355281449933,20,3.6,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
184,2023-10,79.40640595401257,16,2.8,0,,Logistics,Ceres,Dispatcher,Permanent
186,2023-10,106.64387869316677,20,3.5,0,,Logistics,Citrusdal,Logistics Supervisor,Permanent
188,2023-10,92.56978221779318,20,3.2,0,,Citrus Production,Citrusdal,Farm Supervisor,Permanent
193,2023-10,101.86618284696374,20,3.4,0,,Logistics,Upington,Warehouse Worker,Permanent
201,2023-10,92.52588874869214,20,3.3,0,,Logistics,Ceres,Logistics Supervisor,Permanent
203,2023-10,97.0404394459774,17,3.1,0,,Administration,Ceres,Office Manager,Permanent
207,2023-10,171.05889915137476,19,3.3,0,,Pack House Operations,Ceres,Packer,Permanent
208,2023-10,100.56464536636713,18,3.2,0,,Logistics,Citrusdal,Forklift Operator,Permanent
211,2023-10,91.05658439891923,18,3.1,0,,Administration,Graaff-Reinet,HR Assistant,Permanent
213,2023-10,120.03151137909278,16,3.3,0,,Administration,Citrusdal,Payroll Officer,Permanent
220,2023-10,109.55593758550495,19,3.4,0,,Maintenance,Citrusdal,Maintenance Supervisor,Permanent
222,2023-10,102.18349075575092,19,3.3,0,,Logistics,Upington,Warehouse Worker,Permanent
227,2023-10,93.58587243504043,19,3.2,0,,Maintenance,Graaff-Reinet,Equipment Technician,Permanent
228,2023-10,171.5756269285951,18,3.3,0,,Pack House Operations,Ceres,Floor Supervisor,Permanent
229,2023-10,120.25599532509223,16,3.3,0,,Logistics,Ceres Pack House,Logistics Supervisor,Permanent
230,2023-10,95.03652983386596,19,3.3,1,Safety Incident,Logistics,Ceres,Logistics Supervisor,Contract
232,2023-10,102.22319459503035,17,3.2,0,,Administration,Ceres,Admin Clerk,Permanent
235,2023-10,120.54982120119311,19,3.5,0,,Administration,Ceres Pack House,Payroll Officer,Permanent
237,2023-10,143.70507574917437,19,3.6,0,,Citrus Production,Citrusdal,Farm Worker,Permanent
238,2023-10,111.24813423356137,18,3.4,0,,Maintenance,Ceres Pack House,Electrician,Permanent
245,2023-10,162.30858362724905,17,3.1,2,Policy Violation,Pack House Operations,Ceres Pack House,Machine Operator,Permanent
249,2023-10,122.04898323238145,19,3.6,0,,Maintenance,Upington,Mechanic,Permanent
250,2023-10,107.29394659729961,20,3.5,0,,Logistics,Citrusdal Pack House,Dispatcher,Permanent
251,2023-10,97.38525689571692,20,3.4,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
253,2023-10,113.67438460435841,17,3.2,1,Policy Violation,Citrus Production,Citrusdal,Tractor Driver,Permanent
255,2023-10,107.54832304672887,20,3.5,0,,Administration,Dullstroom,Office Manager,Permanent
256,2023-10,162.40334903613905,16,3.0,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Permanent
257,2023-10,89.04434223680116,19,3.1,0,,Citrus Production,Citrusdal,Farm Worker,Contract
259,2023-10,119.29518747380477,18,3.3,0,,Grape Production,Upington,Vineyard Worker,Contract
262,2023-10,103.15053182406096,20,3.5,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
263,2023-10,205.97109753983943,18,3.5,0,,Pack House Operations,Citrusdal Pack House,Packer,Permanent
265,2023-10,85.86404333060543,19,3.2,0,,Logistics,Ceres Pack House,Forklift Operator,Permanent
266,2023-10,117.40375608581198,19,3.5,0,,Maintenance,Citrusdal Pack House,Mechanic,Permanent
267,2023-10,173.8217428334126,17,3.2,0,,Pack House Operations,Ceres Pack House,Floor Supervisor,Contract
268,2023-10,110.33765395513961,20,3.5,0,,Logistics,Citrusdal,Warehouse Worker,Permanent
272,2023-10,97.24235202718556,20,3.3,1,Tardiness,Grape Production,Upington,Vineyard Supervisor,Permanent
273,2023-10,95.75900514626922,20,3.4,0,,Logistics,Upington,Warehouse Worker,Permanent
275,2023-10,127.81847957915608,13,3.1,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
276,2023-10,154.90105610503366,15,2.9,0,,Pack House Operations,Citrusdal Pack House,Sorter,Permanent
279,2023-10,99.35142627324065,20,3.3,0,,Grape Production,Upington,Harvester,Permanent
281,2023-10,95.09912053787883,18,3.2,0,,Logistics,Citrusdal,Dispatcher,Permanent
283,2023-10,106.95567954964018,20,3.5,0,,Administration,Citrusdal Pack House,Admin Clerk,Permanent
285,2023-10,89.94244795485254,13,2.8,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
286,2023-10,108.77707683213647,18,3.2,0,,Grape Production,Upington,Vineyard Worker,Permanent
290,2023-10,106.02466069769235,18,3.3,0,,Maintenance,Upington,Equipment Technician,Permanent
291,2023-10,83.0762607837607,19,3.1,0,,Administration,Ceres Pack House,Admin Clerk,Permanent
293,2023-10,109.63284670756336,19,3.3,0,,Citrus Production,Citrusdal,Harvester,Contract
294,2023-10,101.64177045314075,20,3.4,0,,Administration,Graaff-Reinet,Office Manager,Permanent
295,2023-10,92.1280592911465,19,3.2,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
296,2023-10,102.7326677010776,20,3.4,0,,Maintenance,Dullstroom,Mechanic,Permanent
298,2023-10,104.77628087212891,17,3.1,0,,Citrus Production,Citrusdal,Tractor Driver,Permanent
299,2023-10,145.49623481554536,19,3.2,0,,Pack House Operations,Ceres,Floor Supervisor,Permanent
301,2023-10,110.75083675569394,19,3.6,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
303,2023-10,130.05131580065404,19,3.7,0,,Administration,Dullstroom,Office Manager,Permanent
307,2023-10,104.8004522910407,15,2.9,2,Safety Incident,Citrus Production,Citrusdal,Farm Worker,Contract
309,2023-10,102.75786879497883,14,2.9,0,,Administration,Citrusdal,Admin Clerk,Permanent
314,2023-10,103.40724141885077,17,3.2,0,,Maintenance,Dullstroom,Electrician,Contract
315,2023-10,120.4748588877406,19,3.5,0,,Maintenance,Upington,Electrician,Permanent
317,2023-10,116.66096590310403,14,3.0,0,,Logistics,Upington,Driver,Permanent
318,2023-10,101.17303390193655,19,3.3,0,,Maintenance,Ceres,Maintenance Worker,Permanent
320,2023-10,99.13888448731868,18,3.2,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
321,2023-10,112.70904518664581,19,3.6,0,,Cattle Farming,Dullstroom,Cattle Herder,Permanent
322,2023-10,97.93405824773603,20,3.3,0,,Maize Production,Graaff-Reinet,Field Supervisor,Permanent
327,2023-10,103.0226413923285,20,3.4,0,,Logistics,Upington,Driver,Permanent
328,2023-10,109.81745457147433,20,3.5,1,Unauthorized Absence,Logistics,Ceres Pack House,Forklift Operator,Permanent
330,2023-10,115.166868068157,18,3.4,0,,Logistics,Citrusdal,Warehouse Worker,Permanent
332,2023-10,103.28973197993155,20,3.5,0,,Maintenance,Upington,Electrician,Permanent
333,2023-10,99.20659266639227,17,3.0,0,,Grape Production,Upington,Vineyard Supervisor,Permanent
334,2023-10,97.21187686795258,20,3.4,0,,Administration,Ceres,Payroll Officer,Permanent
336,2023-10,128.89934104596242,19,3.6,0,,Logistics,Citrusdal,Forklift Operator,Permanent
340,2023-10,90.81561667254323,20,3.4,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
